StationID,StationName,Lat,Lon
3336,E 97 St & Madison Ave,40.787801,-73.953559
3337,Dwight St & Van Dyke St,40.67363551341504,-74.01195555925369
3338,2 Ave & E 99 St,40.7862586,-73.94552579
3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
3340,Wolcott St & Dwight St,40.6753274,-74.0100698
3341,Central Park West & W 102 St,40.795346,-73.96186
3342,Pioneer St & Richards St,40.6777748,-74.0094613
3343,W 107 St & Columbus Ave,40.7997568,-73.9621128676
3344,Pioneer St & Van Brunt St,40.679043,-74.011169
3345,Madison Ave & E 99 St,40.78948541553215,-73.95242929458618
3346,Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629
3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056
3348,Coffey St & Conover St,40.677236,-74.015665
3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984
3350,W 100 St & Broadway,40.797,-73.971
3350,W 100 St & Broadway,40.7973721,-73.97041192
3351,E 102 St & 1 Ave,40.7869946,-73.94164802
3352,Sigourney St & Columbia St,40.67267243410948,-74.0087952464819
3354,3 St & Prospect Park West,40.668132,-73.97363831
3355,E 66 St & Madison Ave,40.76800889305947,-73.96845281124115
3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567
3357,W 106 St & Amsterdam Ave,40.8008363,-73.9664492472
3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126
3359,E 68 St & Madison Ave,40.7691572,-73.96703464
3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517
3361,Carroll St & 6 Ave,40.6740886,-73.9787282
3362,Madison Ave & E 82 St,40.7781314,-73.96069399
3363,E 102 St & Park Ave,40.7904828,-73.95033068
3364,Carroll St & 5 Ave,40.6751622,-73.9814832
3365,3 St & 7 Ave,40.6703837,-73.97839676
3366,West End Ave & W 107 St,40.8021174,-73.9681805305
3367,5 Ave & E 103 St,40.791,-73.953
3367,5 Ave & E 103 St,40.7922553,-73.95249933
3368,5 Ave & 3 St,40.6728155,-73.98352355
3369,E 82 St & East End Ave,40.7724607,-73.9468208
3370,E 78 St & 2 Ave,40.7727966,-73.95577801
3372,E 74 St & 1 Ave,40.7689738,-73.95482273
3373,3 St & 3 Ave,40.6750705,-73.98775226
3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
3374,Central Park North & Adam Clayton Powell Blvd,40.8,-73.956
3375,3 Ave & E 72 St,40.7699426,-73.96060712
3376,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505
3377,Carroll St & Bond St,40.6786115,-73.99037292
3378,E 76 St & Park Ave,40.773763,-73.96222088
3379,E 103 St & Lexington Ave,40.7903051,-73.94755757
3381,3 St & Hoyt St,40.6777287,-73.99364123
3382,Carroll St & Smith St,40.68,-73.995
3382,Carroll St & Smith St,40.680611,-73.99475825
3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104
3384,Smith St & 3 St,40.6787242,-73.99599099
3386,1 Pl & Clinton St,40.6809591,-73.99905709
3387,E 106 St & Madison Ave,40.7934337,-73.94945003
3388,President St & Henry St,40.6828003,-73.99990419
3389,Carroll St & Columbia St,40.6830456,-74.00348559
3390,E 109 St & 3 Ave,40.79329668,-73.9432083
3391,E 106 St & 1 Ave,40.7892529,-73.93956237
3392,Commerce St & Van Brunt St,40.6812117,-74.00860912
3393,Richards St & Delavan St,40.6794327,-74.00785041
3394,Columbia St & W 9 St,40.6769993,-74.00647134
3395,Henry St & W 9 St,40.6763744,-74.00324957
3396,Clinton St & 4 Place,40.6783563,-74.00014502
3397,Court St & Nelson St,40.6763947,-73.99869893
3398,Smith St & 9 St,40.6746957,-73.99785768
3399,7 St & 3 Ave,40.67260298150126,-73.98983001708984
3400,E 110 St & Madison Ave,40.7961535,-73.94782145
3402,Court St & State St,40.6902375,-73.99203074
3403,4 Ave & 9 St,40.6705135,-73.98876585
3404,7 St & 5 Ave,40.6704922,-73.98541675
3405,5 St & 6 Ave,40.6704836,-73.98208968
3407,Union St & Nevins St,40.67909799721684,-73.98765474557877
3408,Congress St & Clinton St,40.6881529,-73.99520919
3409,Bergen St & Smith St,40.6867443,-73.99063168
3410,Dean St & Hoyt St,40.6864442,-73.98759104
3411,Bond St & Bergen St,40.6849668,-73.98620772
3412,Pacific St & Nevins St,40.6853761,-73.98302136
3413,Wyckoff St & 3 Ave,40.6827549,-73.98258555
3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923
3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523
3416,7 Ave & Park Pl,40.6776147,-73.97324283
3417,Baltic St & 5 Ave,40.6795766,-73.97854971
3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473
3419,Douglass St & 4 Ave,40.6792788,-73.98154004
3420,Douglass St & 3 Ave,40.6802133,-73.98432695
3422,Columbia St & Degraw St,40.6859296,-74.00242364
3423,West Drive & Prospect Park West,40.6610633719006,-73.97945255041122
3424,E 106 St & Lexington Ave,40.791976,-73.945993
3425,2 Ave & E 104 St,40.7892105,-73.94370784
3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863
3430,Richardson St & N Henry St,40.71907891179564,-73.94223690032959
3435,Grand St & Elizabeth St,40.718822,-73.99596
3437,Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063
3440,Fulton St & Adams St,40.69241829257847,-73.98949474096298
3441,10 Hudson Yards,40.752957,-74.00264
3443,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626
3452,Bayard St & Leonard St,40.71915571696044,-73.94885390996933
3453,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077
3454,Leonard St & Maujer St,40.7103685423523,-73.94705951213837
3456,Jackson St & Leonard St,40.71638031973561,-73.94821286201477
3457,E 58 St & Madison Ave,40.76302594280519,-73.97209525108337
3461,Murray St & Greenwich St,40.71485150526252,-74.01122331619263
3463,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154
3467,W Broadway & Spring St,40.72494672359416,-74.00165855884552
3469,India St & West St,40.73181401720966,-73.95995020866394
3472,W 15 St & 10 Ave,40.74275382865903,-74.00747358798981
3477,39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977447831,-74.01062786579132
3478,2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708866668485,-74.00870203971863
3486,Schermerhorn St & Bond St,40.688417427540834,-73.98451656103134
3490,E 116 St & 2 Ave,40.796879,-73.937261
3491,E 118 St & 1 Ave,40.79747,-73.93504
3492,E 118 St & Park Ave,40.8005385,-73.9419949
3493,E 118 St & 3 Ave,40.799139,-73.9389152
3494,E 115 St & Lexington Ave,40.797911,-73.9423
3495,E 114 St & 1 Ave,40.7945663,-73.9362541
3496,1 Ave & E 110 St,40.7923272,-73.9383
3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349
3498,Pleasant Ave & E 120 St,40.7974772,-73.9311847
3499,2 Ave & E 122 St,40.8006721,-73.9349
3500,E 115 St & Madison Ave,40.7989445,-73.944846
3501,E 118 St & Madison Ave,40.8014866,-73.9442507
3502,Lexington Ave & E 111 St,40.7954121,-73.9441232
3503,Madison Ave & E 120 St,40.80295,-73.942954
3504,E 123 St & Lexington Ave,40.8029263,-73.9379
3505,Lexington Ave & E 127 St,40.805726,-73.936322
3506,Lexington Ave & E 120 St,40.8013066,-73.9398167
3507,Park Ave & E 124 St,40.8045555,-73.9396861
3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
3509,Lenox Ave & W 115 St,40.8011939,-73.9500739
3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373
3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
3513,21 St & Hoyt Ave S,40.774645,-73.923706
3514,Astoria Park S & Shore Blvd,40.7767,-73.927631
3515,24 Ave & 26 St,40.774591,-73.918544
3516,31 St & Astoria Blvd,40.7699176,-73.9184057
3517,31 St & Hoyt Ave N,40.7711528,-73.9170074
3518,Lenox Ave & W 126 St,40.808442,-73.9452087
3520,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
3521,Lenox Ave & W 111 St,40.7987859,-73.9523
3522,37 St & 24 Ave,40.7701477,-73.9120938
3523,24 Ave & 29 St,40.7729,-73.916142
3524,19 St & 24 Ave,40.7774552,-73.9225403
3525,23 Ave & 27 St,40.776165,-73.9153175
3526,31 St & 23 Ave,40.7747878,-73.9125551
3527,5 Ave & E 126 St,40.80698,-73.941747
3528,Steinway St & 23 Ave,40.7713937,-73.9077436
3529,Lenox Ave & W 130 St,40.8107922,-73.9430681
3530,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
3532,Ditmars Blvd & 19 St,40.78145,-73.9183302
3533,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776
3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692
3535,Mt Morris Park W & W 120 St,40.804038,-73.945925
3536,W 116 St & Broadway,40.8082,-73.9641
3537,Carlton Ave & Dean St,40.6809741,-73.9710097
3538,W 110 St & Amsterdam Ave,40.802692,-73.96295
3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
3540,Morningside Ave & W 123 St,40.81,-73.9551508
3541,Amsterdam Ave & W 125 St,40.813358,-73.956461
3542,Amsterdam Ave & W 119 St,40.8086249,-73.9596214
3543,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917358
3544,Underhill Ave & Pacific St,40.6804836,-73.9646795
3545,Broadway & W 122 St,40.8120562,-73.9612547
3546,Pacific St & Classon Ave,40.6791944,-73.9587903
3547,Broadway & Moylan Pl,40.8143256,-73.9590255
3549,Grand Ave & Bergen St,40.678045,-73.962408
3551,3 Ave & E 112 St,40.795508,-73.941606
3552,W 113 St & Broadway,40.805973,-73.964928
3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145
3554,Vernon Blvd & 41 Rd,40.7552433,-73.9485678
3555,28 St & 41 Ave,40.751047,-73.93797
3556,24 St & 41 Ave,40.7527085,-73.9397405
3557,40 Ave & 9 St,40.75742,-73.945133
3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438
3559,21 St & 38 Ave,40.7576314,-73.9391224
3561,37 Ave & 35 St,40.7531106,-73.9279917
3562,Classon Ave & St Marks Ave,40.6765198,-73.9596082
3563,28 St & 36 Ave,40.757186,-73.932719
3564,21 St & 36 Ave,40.7601853,-73.9362726
3565,36 Ave & 10 St,40.7614376,-73.9411265
3566,Crescent St & 35 Ave,40.7596276,-73.9321455
3567,11 St & 35 Ave,40.7627442,-73.9391141
3568,34 St & 35 Ave,40.7569332,-73.9262231
3569,Franklin Ave & St Marks Ave,40.6758324,-73.9561677
3570,35 Ave & 37 St,40.7557327,-73.9236611
3571,Bedford Ave & Bergen St,40.676368,-73.952918
3572,34 Ave & 38 St,40.756913,-73.921631
3573,35 St & 34 Ave,40.7580583,-73.9242751
3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579
3575,Crescent St & 34 Ave,40.76108,-73.930562
3576,Park Pl & Vanderbilt Ave,40.6767,-73.969024
3577,34 Ave & 21 St,40.7628138,-73.9342862
3578,Park Pl & Franklin Ave,40.6741806,-73.9564947
3579,Sterling Pl & Bedford Ave,40.672695,-73.954131
3580,St Johns Pl & Washington Ave,40.6737236,-73.9631611
3581,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457
3582,Lincoln Pl & Classon Ave,40.6721683,-73.9609
3583,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145
3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801
3585,Union St & Bedford Ave,40.6691783,-73.9554162
3586,34 Ave & 13 St,40.7638753,-73.9364848
3587,Carroll St & Washington Ave,40.6686744,-73.9618148
3588,Vernon Blvd & 10 St,40.7671863,-73.9373554
3589,Broadway & 12 St,40.7668,-73.9347774
3590,Carroll St & Franklin Ave,40.6679411,-73.9588
3591,21 St & 31 Dr,40.7659,-73.930819
3592,Crescent St & Broadway,40.7633589,-73.9286471
3593,31 St & Broadway,40.761584,-73.925921
3595,35 St & Broadway,40.760339,-73.9222427
3596,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686
3597,43 St & Broadway,40.7577284,-73.9166368
3598,Newton Rd & 44 St,40.7595701,-73.9142678
3599,Franklin Ave & Empire Blvd,40.66314,-73.9605695
3601,Sterling St & Bedford Ave,40.6627059,-73.9569115
3602,31 Ave & 34 St,40.763154,-73.920827
3603,31 Ave & 30 St,40.7647,-73.9240312
3604,Rogers Ave & Sterling St,40.6630619,-73.9538746
3605,31 Ave & Crescent St,40.7658346,-73.9265474
3606,49 Ave & 21 St,40.74252,-73.948852
3607,31 Ave & 14 St,40.7682,-73.9322662
3608,5 St & 51 Ave,40.7423737,-73.9566
3609,Vernon Blvd & 31 Ave,40.7692475,-73.9354504
3610,Vernon Blvd & 30 Rd,40.770845,-73.934171
3611,Vernon Blvd & 47 Rd,40.7449067,-73.9534573
3612,30 Ave & 21 St,40.7703743,-73.9286078
3613,Center Blvd & 48 Ave,40.745038,-73.957539
3614,Crescent St & 30 Ave,40.768692,-73.9249574
3615,44 Dr & 21 St,40.748,-73.9460927
3616,Steinway St & 28 Ave,40.7656251,-73.9136695
3617,28 Ave & 35 St,40.7671,-73.9169858
3618,27 St & Hunter St,40.7485,-73.941275
3619,Newtown Ave & 23 St,40.7713615,-73.9246145
3620,11 St & 43 Ave,40.7519071,-73.9479119
3621,27 Ave & 9 St,40.7739825,-73.9309134
3622,E 128 St & Madison Ave,40.80756,-73.939182
3623,W 120 St & Claremont Ave,40.8109494,-73.9634
3628,Lenox Ave & W 117 St,40.8025566,-73.9490782
3629,Adam Clayton Powell Blvd & W 126 St,40.80949534777948,-73.94776493310928
3630,Frederick Douglass Blvd & W 115 St,40.803,-73.956
3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308
3637,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351
3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627
3646,35 Ave & 10 St,40.76315481910373,-73.93985509872437
3647,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794
3648,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805
3649,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572
3654,31 St & Northern Blvd,40.75186951421875,-73.93349289894103
3656,E 2 St & Avenue A,40.722,-73.986
3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667
3658,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472
3661,Montgomery St & Franklin Ave,40.666439306870814,-73.9605563879013
3662,31 Ave & Steinway St,40.761293897289086,-73.916916847229
3664,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915
3668,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583
3671,E 81 St & 2 Ave,40.77477944895728,-73.95427465438843
3673,Dean St & Franklin Ave,40.67759206937376,-73.955637216568
3674,Jay St & York St,40.70140317257725,-73.98672670125961
3676,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608
3680,E 43 St & 5 Ave,40.754120810779256,-73.98025184869766
3686,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246
3687,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846
3689,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028
3690,Park Pl & Church St,40.713,-74.01
3690,Park Pl & Church St,40.71334184275907,-74.00935515761375
3691,28 Ave & 44 St,40.76408932350688,-73.91065120697021
3692,5 St & Market St,40.6999974843885,-73.97440128028393
3693,N 11 St & Kent Ave,40.72248188638219,-73.95921930670738
3697,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747852
3699,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373
3704,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297
3707,Lexington Ave & E 26 St,40.741459,-73.983293
3708,W 13 St & 5 Ave,40.735445,-73.99431
3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099
3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103554
3711,E 13 St & Avenue A,40.731,-73.98
3712,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889
3714,Division Ave & Hooper St,40.70684203101325,-73.9544353965357
3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307
3716,40 Ave & Crescent St,40.7535992020056,-73.93795609474182
3718,E 11 St & Avenue B,40.72746420692392,-73.97950418293476
3720,Wyckoff St & Bond St,40.68461653897949,-73.98721285164356
3721,31 St & Newtown Ave,40.7675487799971,-73.9209334552288
3723,Cadman Plaza E & Johnson St,40.69531727766904,-73.99015724658966
3724,7 Ave & Central Park South,40.7667405590595,-73.9790689945221
3725,2 Ave & E 72 St,40.7687620293096,-73.95840793848038
3726,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003
3727,Frost St & Meeker Ave,40.71766197083994,-73.94880026578903
3728,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389
3731,W 47 St & 6 Ave,40.758397,-73.98255
3733,Avenue C & E 18 St,40.730563,-73.973984
3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658
3737,Stanton St & Norfolk St,40.720747,-73.986274
3739,Perry St & Greenwich Ave,40.735918,-74.000939
3740,W Broadway & W Houston St,40.726378,-74.000472
3744,1 Ave & E 5 St,40.725864,-73.986389
3745,36 Ave & 31 St,40.75651272984955,-73.92957486212252
3746,6 Ave & Broome St,40.724308321602166,-74.00473035871983
3749,Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206
3755,DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037
3756,White St & Moore St,40.704508,-73.9351
3757,Stagg St & Morgan Ave,40.710681,-73.93372
3758,George St & Wilson Ave,40.702997,-73.92997
3759,Irving Ave & Jefferson St,40.704,-73.926
3759,Irving Ave & Jefferson St,40.70538,-73.92535
3760,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153
3761,Cedar St & Myrtle Ave,40.697842,-73.926241
3762,3 Ave & Carroll St,40.677027,-73.9865
3763,Wyckoff Av & Jefferson St,40.707165,-73.923711
3764,Bushwick Ave & McKibbin St,40.705517,-73.93936
3765,Bushwick Ave & Stagg St,40.709897,-73.94008
3766,Sharon St & Olive St,40.715353,-73.93856
3767,Powers St & Olive St,40.71323,-73.93894
3768,Waterbury St & Stagg St,40.71019,-73.93734
3769,White St & Johnson Ave,40.707174,-73.93581
3770,Central Ave & Flushing Ave,40.702831,-73.9333
3771,McKibbin St & Bogart St,40.706237,-73.933871
3772,Devoe St & Morgan Ave,40.713811,-73.93515
3773,Knickerbocker Ave & Thames St,40.70539,-73.92976
3774,Knickerbocker Ave & George St,40.704425,-73.92836
3775,Suydam St & Knickerbocker Ave,40.702013,-73.923769
3776,Central Ave & Starr Street,40.700003,-73.92834
3777,Stockholm St & Wilson Ave,40.699304,-73.923044
3778,Irving Ave & DeKalb Ave,40.7027,-73.92095
3779,Hart St & Wyckoff Ave,40.704876,-73.919911
3780,Wyckoff Av & Stanhope St,40.703545,-73.917775
3781,Greene Av & Myrtle Av,40.698568,-73.918877
3782,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178
3783,Cliff St & Fulton St,40.70838,-74.00495
3785,W 42 St & 6 Ave,40.75492,-73.98455
3787,Dock 72 Way & Market St,40.69985,-73.97141
3788,E 12 St & 4 Av,40.73269,-73.98974
3789,Fulton St & Irving Pl,40.68186,-73.959432
3790,Henry St & Middagh St,40.7003,-73.991581
3793,Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587
3795,10 St & 2 Ave,40.671907,-73.993612
3798,W 40 St & 5 Ave,40.752269,-73.982079
3799,6 Ave & W 34 St,40.74964,-73.98805
3803,Bedford Ave & Montgomery St,40.665816,-73.956934
3804,Front St & Jay St,40.702461,-73.986842
3809,W 55 St & 6 Ave,40.763189,-73.978434
3810,Central Park West & W 82 St,40.782593,-73.971211
3811,27 Ave & 3 St,40.77485,-73.9342
3812,University Pl & E 14 St,40.734814,-73.992085
3814,E 56 St & Madison Ave,40.761573,-73.972628
3815,E 51 St & 2 Ave,40.755293,-73.967641
3816,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323
3817,Withers St & Kingsland Ave,40.71773,-73.94051
3818,Calyer St & Jewel St,40.72984,-73.94839
3819,Green St & McGuinness Blvd,40.73396,-73.95204
3820,Willoughby Ave & Myrtle Ave,40.69757,-73.93098
3821,Evergreen Ave & Noll St,40.70106,-73.93318
3822,Bushwick Ave & Forrest St,40.70076,-73.93641
3823,Beaver St & Fayette St,40.70099,-73.93921
3824,Van Sinderen Ave & Truxton St,40.6786,-73.90369
3825,Broadway & Furman Ave,40.68139,-73.90756
3826,Moffat St & Bushwick,40.68458,-73.90925
3827,Halsey St & Broadway,40.68565,-73.91564
3828,Eldert St & Bushwick Ave,40.68652,-73.91321
3829,Central Ave & Decatur St,40.6882,-73.90798
3830,Halsey St & Evergreen Ave,40.68858,-73.91227
3831,Broadway & Hancock St,40.68663,-73.9168
3832,Central Ave & Weirfield St,40.69055,-73.91181
3833,Madison St & Evergreen Ave,40.69122,-73.91693
3834,Irving Ave & Halsey St,40.69467,-73.90663
3835,Knickerbocker Ave & Hancock St,40.69385,-73.90974
3836,Bushwick Ave & Linden St,40.69146,-73.92146
3837,Broadway & Kosciuszko St,40.69329,-73.92852
3838,Bushwick Ave & Harman St,40.69356,-73.92524
3839,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164
3840,Putnam Ave & Wyckoff Ave,40.69811,-73.90904
3841,Menahan St & Central Ave,40.69543,-73.9196
3842,Bushwick Ave & Dekalb Ave,40.69502,-73.92825
3843,Myrtle Ave & Grove St,40.69905,-73.91516
3844,Myrtle Ave & Linden St,40.69943,-73.91337
3845,Irving Ave & Harman St,40.70108,-73.9179
3846,Central Ave & Himrod St,40.69676,-73.92302
3847,Cedar St & Evergreen Ave,40.69671,-73.92807
3848,Suydam St & Broadway,40.69544,-73.93223
3849,Suydam St & St. Nicholas Ave,40.70636,-73.91945
3850,Jefferson St & Cypress Ave,40.70907,-73.92157
3851,Metropolitan Ave & Stewart Ave,40.71401,-73.92793
3852,Stewart Ave & Johnson Ave,40.70869,-73.92587
3853,Harrison Pl & Porter Ave,40.70686,-73.92851
3854,Morgan Ave & Maspeth Ave,40.716,-73.935
3854,Morgan Ave & Maspeth Ave,40.716657,-73.93637
3855,Frost St & Debevoise Ave,40.71882,-73.93948
3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173
3857,Engert Ave & McGuinness Blvd,40.72158,-73.94546
3858,Kent St & McGuinness Blvd,40.73124,-73.95161
3859,Lorimer St & Calyer St,40.72795,-73.95414
3860,Wilson Ave & Troutman St,40.70166,-73.92754
3861,Menahan St & Wyckoff Ave,40.70113,-73.91422
3862,Linden St & Knickerbocker Ave,40.69714,-73.91566
3863,Central Ave & Woodbine St,40.69296,-73.91605
3864,Central Ave & Covert St,40.68929,-73.90951
3865,Knickerbocker Ave & Cooper St,40.69081,-73.90448
3866,Wilson Ave & Moffat St,40.68906,-73.90506
3867,Somers St & Broadway,40.67945,-73.90474
3868,Knickerbocker Ave & Halsey St,40.693,-73.90824
3869,Van Buren St & Broadway,40.692,-73.92617
3870,Melrose St & Broadway,40.697481,-73.935877
3871,Bushwick Ave & Furman Ave,40.68281,-73.90623
3872,Hancock St & Wyckoff Ave,40.6972,-73.90674
3873,Madison St & Cypress Ave,40.70068,-73.90742
3874,Menahan St & Seneca Ave,40.70461,-73.91054
3875,Stephen St & Seneca Ave,40.6988,-73.9007
3876,Forest Ave & Summerfield St,40.69922,-73.89795
3877,Madison St & Forest Ave,40.70555,-73.90245
3878,Cypress Ave & George St,40.69812,-73.90271
3879,Broadway & Madison St,40.68822,-73.91966
3880,Willoughby Ave & Onderdonk Ave,40.7098,-73.91727
3881,12 Ave & W 125 St,40.818299,-73.960405
3882,Norman St & Wyckoff Ave,40.69517,-73.90311
3883,Harman St & Seneca Ave,40.70577,-73.91292
3884,Centre St & Seneca Ave,40.69969,-73.9022
3885,Onderdonk Ave & Gates Ave,40.70413,-73.90737
3886,Menahan St & Onderdonk Ave,40.70553,-73.9096
3887,Flushing Ave & Woodward Ave,40.71246,-73.91873
3888,Woodward Ave & Harman St,40.70793,-73.91092
3890,Grove St & Broadway,40.69047,-73.923511
3891,Irving Ave & Palmetto St,40.698,-73.9127
3892,38 Ave & 29 St,40.75473,-73.93367
3893,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235
3895,Cypress Ave & Palmetto St,40.70157340873792,-73.90876293182373
3896,Madison St & Seneca Ave,40.70183,-73.90625
3897,Onderdonk Ave & Dekalb Ave,40.70863,-73.91497
3898,E 63 St & 3 Ave,40.763954,-73.9646
3899,Manhattan Av & Leonard St,40.72084,-73.94844
3900,Morgan Ave & Lombardy St,40.72226,-73.93889
3901,Stanhope St & Fairview Ave,40.70998,-73.91116
3902,Fairview Ave & Linden St,40.70694,-73.90632
3903,Jefferson Ave & Evergreen Ave,40.68989,-73.91458
3907,Central Ave & Melrose St,40.70112,-73.93039
3908,Battery Pl & Greenwich St,40.70463,-74.01507
3909,Madison St & Woodward Ave,40.70408,-73.90408
3910,Greene Ave & Grandview Ave,40.709697,-73.907856
3911,Wyckoff St & Nevins St,40.683426,-73.984275
